postlike
-2992.914604
-2992.914604
-2992.914604
-2989.567096
-2989.567096
-2981.690873
-2981.690873
-2976.785957
-2969.201416
-2969.201416
-2969.201416
-2969.201416
-2969.201416
-2969.201416
-2969.201416
-2969.201416
-2969.201416
-2973.625688
-2973.625688
-2973.725918
-2973.725918
-2981.525058
-2981.525058
-2981.525058
-2982.889259
-2982.889259
-2982.889259
-2982.889259
-2984.016923
-2984.016923
-2984.016923
-2983.011315
-2983.011315
-2982.082899
-2972.611546
-2968.194567
-2968.194567
-2968.194567
-2968.194567
-2961.890418
-2961.890418
-2961.890418
-2967.565746
-2964.307914
-2964.307914
-2964.307914
-2964.307914
-2962.784848
-2966.865446
-2963.865079
-2962.311520
-2965.005975
-2965.005975
-2965.005975
-2973.795365
-2967.473718
-2967.473718
-2967.473718
-2967.473718
-2967.473718
-2967.108266
-2971.307783
-2961.467902
-2970.186417
-2970.186417
-2960.474253
-2955.542813
-2955.542813
-2951.874959
-2950.573541
-2956.715466
-2956.715466
-2956.715466
-2956.715466
-2960.816679
-2960.816679
-2960.816679
-2960.816679
-2958.882965
-2958.882965
-2971.626762
-2977.341281
-2981.018956
-2989.277654
-2981.583668
-2981.583668
-2981.583668
-2981.884498
-2981.884498
-2988.023447
-2988.023447
-2991.415191
-2991.415191
-2991.415191
-3002.644956
-3002.644956
-3002.644956
-2997.108152
-2997.108152
-2993.075728
-2993.075728
-2993.075728
-2999.738232
-2988.482165
-2988.482165
-2982.554262
-2984.322546
-2984.322546
-2974.732401
-2967.093472
-2967.093472
-2967.093472
-2967.093472
-2967.720575
-2968.137653
-2968.137653
-2968.137653
-2968.137653
-2966.729778
-2964.216198
-2964.216198
-2962.047553
-2955.410027
-2947.127297
-2945.773510
-2945.773510
-2947.801064
-2942.786553
-2942.786553
-2942.786553
-2942.786553
-2942.786553
-2940.953701
-2940.953701
-2940.953701
-2938.204443
-2935.766036
-2936.461531
-2936.461531
-2936.461531
-2940.454790
-2940.454790
-2940.454790
-2931.222645
-2928.526461
-2925.192678
-2937.527028
-2938.735732
-2940.118963
-2933.919449
-2933.919449
-2933.919449
-2927.461724
-2927.461724
-2928.072499
-2928.072499
-2933.663500
-2929.620688
-2929.620688
-2929.620688
-2922.301705
-2922.301705
-2922.301705
-2922.301705
-2925.579703
-2928.183695
-2928.183695
-2924.160180
-2917.045897
-2933.636923
-2933.636923
-2945.259061
-2949.397053
-2949.397053
-2949.397053
-2946.538309
-2946.538309
-2951.033760
-2949.889426
-2949.474177
-2949.474177
-2948.627707
-2945.382146
-2945.382146
-2945.382146
-2945.382146
-2945.382146
-2945.382146
-2945.382146
-2945.382146
-2945.382146
-2945.382146
-2938.702764
-2938.702764
-2938.702764
-2938.702764
-2938.702764
-2938.702764
-2938.702764
-2938.702764
-2938.702764
-2940.770445
-2940.770445
-2940.770445
-2940.770445
-2935.207185
-2935.207185
-2933.369448
-2940.143817
-2944.505300
-2944.505300
-2944.505300
-2944.505300
-2944.505300
-2935.298504
-2939.318687
-2939.318687
-2939.318687
-2948.736076
-2948.736076
-2948.736076
-2948.736076
-2948.736076
-2948.736076
-2948.736076
-2948.736076
-2948.736076
-2948.736076
-2948.736076
-2948.736076
-2954.181074
-2954.181074
-2954.181074
-2954.181074
-2954.181074
-2954.181074
-2953.921127
-2965.001500
-2965.001500
-2963.823026
-2963.823026
-2963.823026
-2961.111687
-2961.111687
-2955.890420
-2961.070605
-2961.070605
-2962.460301
-2962.460301
-2962.460301
-2963.467353
-2963.467353
-2963.467353
-2956.436785
-2953.281820
-2953.281820
-2958.226206
-2957.581540
-2957.581540
-2959.094375
-2973.045382
-2964.406436
-2970.259247
-2976.269936
-2976.269936
-2976.269936
-2973.462544
-2973.462544
-2971.143139
-2971.143139
-2977.124213
-2977.435926
-2977.283392
-2977.283392
-2977.283392
-2977.283392
-2977.283392
-2977.283392
-2977.283392
-2977.283392
-2989.228267
-2989.228267
-2991.573430
-2986.197928
-2982.152649
-2981.598201
-2983.687802
-2983.687802
-2983.687802
-2979.814544
-2981.859603
-2981.520420
-2971.829122
-2971.829122
-2971.829122
-2971.829122
-2971.829122
-2962.192307
-2962.192307
-2964.918785
-2964.918785
-2964.918785
-2968.029501
-2968.029501
-2970.474485
-2970.474485
-2967.122950
-2967.122950
-2967.122950
-2966.786753
-2966.786753
-2952.079919
-2952.079919
-2951.515502
-2951.515502
-2951.515502
-2946.504248
-2946.504248
-2937.791046
-2937.791046
-2937.791046
-2937.791046
-2937.791046
-2934.694162
-2933.438360
-2933.438360
-2933.438360
-2933.438360
-2933.438360
-2939.711991
-2939.711991
-2939.711991
-2939.711991
-2945.026022
-2950.028948
-2948.559973
-2952.892957
-2953.492629
-2953.492629
-2953.492629
-2949.260312
-2949.260312
-2949.260312
-2952.951558
-2957.044750
-2957.044750
-2957.044750
-2957.044750
-2957.044750
-2950.590765
-2950.590765
-2950.590765
-2950.590765
-2947.928896
-2964.902219
-2963.498656
-2963.498656
-2959.544612
-2959.544612
-2959.544612
-2946.884776
-2946.884776
-2946.884776
-2943.479584
-2943.479584
-2943.479584
-2942.855085
-2944.911933
-2948.574773
-2948.574773
-2948.574773
-2948.574773
-2948.574773
-2948.183246
-2948.183246
-2944.574671
-2944.574671
-2944.574671
-2944.574671
-2944.574671
-2944.574671
-2944.574671
-2944.574671
-2944.574671
-2944.574671
-2944.574671
-2944.574671
-2944.574671
-2944.574671
-2944.574671
-2944.574671
-2941.733781
-2941.923038
-2946.426141
-2941.972753
-2941.972753
-2938.020402
-2936.431388
-2934.101830
-2934.101830
-2934.101830
-2934.101830
-2940.139877
-2940.139877
-2940.139877
-2940.139877
-2940.139877
-2939.276942
-2939.276942
-2939.276942
-2930.326430
-2930.326430
-2932.810419
-2932.810419
-2932.810419
-2928.287120
-2928.287120
-2939.486839
-2939.486839
-2939.486839
-2939.486839
-2939.486839
-2939.486839
-2939.486839
-2939.486839
-2939.486839
-2937.919124
-2950.739661
-2950.739661
-2950.739661
-2950.739661
-2950.739661
-2950.739661
-2948.236420
-2947.729090
-2947.729090
-2947.729090
-2947.729090
-2947.290119
-2942.811342
-2942.811342
-2933.578534
-2930.803405
-2928.927181
-2938.690727
-2938.811145
-2938.811145
-2938.811145
-2932.977440
-2934.532452
-2934.532452
-2929.097662
-2929.084965
-2929.084965
-2933.779522
-2933.779522
-2940.422388
-2940.593193
-2940.593193
-2940.593193
-2941.623036
-2941.946883
-2941.946883
-2941.946883
-2941.946883
-2943.726558
-2943.726558
-2940.886808
-2940.886808
-2940.886808
-2940.886808
-2940.886808
-2947.495229
-2947.495229
-2947.495229
-2947.495229
-2947.495229
-2947.495229
-2947.495229
-2947.495229
-2947.495229
-2947.495229
-2947.495229
-2947.495229
-2947.495229
-2947.495229
-2947.495229
-2947.068239
-2947.068239
-2947.068239
-2952.373302
-2950.319811
-2940.295326
-2945.519817
-2947.525866
-2947.525866
-2947.525866
-2945.119995
-2937.179440
-2937.179440
-2937.179440
-2937.179440
-2937.179440
-2937.179440
-2937.179440
-2937.179440
-2937.179440
-2937.179440
-2936.201257
-2936.251419
-2936.251419
-2940.832447
-2938.985887
-2938.985887
-2938.985887
-2938.985887
-2938.985887
-2932.785649
-2937.757340
-2937.757340
-2937.757340
-2948.557821
-2958.535313
-2958.535313
-2954.106403
-2954.106403
-2954.106403
-2954.106403
-2950.820990
-2950.820990
-2950.820990
-2959.665509
-2959.665509
-2959.665509
-2959.665509
-2961.521226
-2969.575900
-2971.799520
-2971.799520
-2979.888342
-2977.163699
-2971.795911
-2980.046375
-2980.046375
-2982.661723
-2983.978151
-2983.978151
-2983.978151
-2977.957750
-2977.957750
-2977.957750
-2977.957750
-2981.822674
-2981.822674
-2981.822674
-2981.822674
-2981.822674
-2983.241943
-2983.241943
-2983.241943
-2975.271107
-2983.309948
-2983.309948
-2979.279875
-2977.926274
-2981.264667
-2981.264667
-2982.179888
-2982.179888
-2977.139891
-2962.032815
-2962.032815
-2959.242089
-2961.855313
-2960.579027
-2960.579027
-2960.579027
-2960.579027
-2960.579027
-2962.336617
-2953.782540
-2953.782540
-2953.782540
-2953.782540
-2953.782540
-2953.782540
-2953.782540
-2954.945949
-2954.945949
-2954.945949
-2954.156250
-2954.156250
-2954.156250
-2942.463385
-2941.849335
-2941.849335
-2941.849335
-2941.849335
-2940.036131
-2940.036131
-2940.036131
-2940.036131
-2944.988426
-2944.988426
-2942.249942
-2942.249942
-2942.249942
-2942.249942
-2939.275908
-2939.275908
-2939.275908
-2937.543996
-2943.120996
-2943.120996
-2946.660321
-2959.487427
-2959.487427
-2955.915949
-2961.310669
-2961.310669
-2957.195263
-2957.195263
-2957.195263
-2960.492507
-2960.492507
-2960.492507
-2958.800297
-2958.800297
-2958.800297
-2958.800297
-2962.715778
-2962.715778
-2962.715778
-2968.317157
-2973.610667
-2982.036726
-2982.036726
-2982.036726
-2982.036726
-2977.338171
-2977.338171
-2977.338171
-2967.342079
-2969.876789
-2969.876789
-2969.876789
-2961.199484
-2964.557367
-2959.305487
-2959.305487
-2959.305487
-2959.305487
-2959.305487
-2959.305487
-2959.305487
-2959.305487
-2959.305487
-2959.305487
-2959.305487
-2942.171957
-2937.898784
-2937.898784
-2936.859596
-2937.028864
-2934.649804
-2934.649804
-2934.649804
-2926.148373
-2930.408079
-2927.850744
-2927.850744
-2927.850744
-2927.850744
-2927.850744
-2931.326724
-2932.679273
-2940.374866
-2940.374866
-2940.374866
-2940.374866
-2933.429198
-2935.496966
-2940.495403
-2952.239677
-2946.011540
-2949.409840
-2947.974158
-2950.647327
-2949.524616
-2946.800769
-2946.800769
-2948.438582
-2949.678617
-2951.191039
-2951.191039
-2951.191039
-2951.191039
-2951.191039
-2951.191039
-2951.191039
-2950.216373
-2950.216373
-2938.272061
-2942.316004
-2942.316004
-2949.661386
-2957.300355
-2957.595286
-2957.595286
-2953.564405
-2946.702407
-2952.029558
-2956.248259
-2955.977211
-2955.977211
-2964.645246
-2964.645246
-2964.645246
-2960.037195
-2960.037195
-2954.643710
-2954.643710
-2963.271018
-2963.271018
-2959.291172
-2958.200199
-2955.756437
-2951.226949
-2948.075991
-2934.143654
-2938.944704
-2938.944704
-2930.528923
-2930.528923
-2930.528923
-2927.400812
-2929.020279
-2929.020279
-2929.020279
-2929.020279
-2929.020279
-2929.020279
-2929.020279
-2927.730558
-2926.931918
-2926.931918
