-4.3231e-005,-2.9287e-005,-0.00059485,0.00048948,-0.0001959,-0.0043541,3.864e-005,0.0027341,0.00060572,0.00081456,-0.0020575,-0.00055053,5.4474e-005,0.00089507,0.0026981,-0.0039157,-0.00080173,-0.00039676,0.00034462,0.0018147,-0.00051897,-0.0018879,0.0060431,0.0016175,0.0032074,-0.001124,0.008169,-0.0039632,-0.017251,0.0013647,-0.0010561,1.8732e-005,0.013327,0.0055218,0.001414,-0.0053136,-0.0015499,0.022214,0.0058278
-3.9705e-005,-0.00010863,-0.00047532,0.00025121,-0.0001512,-0.0034393,2.6915e-005,0.0020227,0.00041228,0.00068087,-0.0020553,-0.00028578,0.00062184,0.00095971,0.0020042,-0.0033341,-0.00020035,-1.6172e-005,-0.00083207,0.0029705,-0.0016469,0.0024171,-0.0086726,0.0034745,-0.0020421,-0.00046908,-0.015649,0.010528,0.011073,0.0015443,0.0015668,0.00012311,-0.0085183,-0.0055623,-0.0031343,0.0037521,0.0031215,-0.016516,-0.0058878
-1.036e-006,6.6893e-006,1.205e-005,-7.3168e-006,-5.21e-005,-5.516e-006,-2.8537e-007,-1.1204e-005,-1.9076e-005,-1.5218e-007,-8.0414e-006,-6.3593e-006,-1.2921e-005,1.9378e-005,2.0732e-006,-3.6785e-006,-1.0144e-005,7.3202e-007,-9.7294e-006,7.761e-006,6.6855e-005,-3.6593e-006,1.4905e-005,4.726e-005,-4.7794e-006,-3.983e-005,0.00017194,-0.00012571,-0.00030114,-0.00014421,1.1362e-005,-4.6074e-006,7.9934e-005,0.00027513,0.00043757,-0.00036626,-0.00091016,0.0010581,-0.69958
2.1873e-006,-5.5733e-005,-5.4542e-005,5.8184e-005,9.024e-005,-0.000199,-9.3328e-006,-0.0003608,-0.00016932,-4.8398e-005,-1.5199e-005,-4.4657e-005,-6.529e-005,0.00015541,-7.071e-005,-0.0002978,0.0004691,0.00032132,0.00014239,-0.00081486,0.0035241,0.0012176,0.00011004,-6.4958e-005,-0.018159,9.695e-005,-0.013004,-0.017939,-0.017956,0.0039427,-0.0013159,-0.0016298,-0.0081495,-0.0090834,-0.0044056,-0.0041979,0.0047954,-0.011437,0.00030224
1.7551e-006,1.6819e-005,-7.2078e-005,0.00011817,-0.00029935,-3.9074e-005,1.9953e-006,0.00010948,2.7037e-005,-4.9007e-005,0.00027001,-6.1605e-005,-0.0001762,4.7902e-005,-0.00012986,0.0001297,-0.00014503,-0.001492,0.00078501,-0.00025122,-0.001142,-0.00090753,-0.00031499,-0.00032453,-0.0028714,-0.0052991,0.00068657,-0.0022809,-0.003166,0.0058513,0.010612,0.00031861,0.0089468,0.0084661,-0.014462,0.052008,-0.010038,-0.015241,-0.003255
8.0256e-006,3.544e-005,4.4485e-005,0.0031374,-0.0012349,-0.0026602,-4.7824e-005,-0.00097434,0.0030977,-0.0012233,0.0061532,0.00044117,-0.0013012,-0.0034468,0.00092528,-0.00053638,-0.00018777,-0.0015239,0.0047452,0.00017634,-0.00083153,-0.0020442,-0.003297,-0.0013947,0.00035591,0.0013142,-0.00023175,-0.00058641,-0.00023381,-0.0003275,-0.00075076,-0.00011606,-0.00099254,-0.0014484,0.00094542,-0.0030742,0.0003295,-0.00037118,-0.00068484
-1.375e-006,8.0399e-006,8.9531e-006,-2.4857e-005,-5.7629e-006,1.2272e-005,-2.3777e-008,-5.0929e-006,2.7334e-005,-9.4471e-005,-2.6013e-005,-2.3202e-005,-6.4963e-005,-2.2634e-005,-4.3592e-005,9.4437e-005,-0.00017755,8.1079e-007,1.2147e-005,-2.3902e-006,2.1073e-006,-9.5609e-005,0.00013206,0.0003722,-0.00052869,7.4076e-005,2.3181e-005,-0.00014376,0.0032637,-0.0019092,0.00091504,0.00037102,0.0055826,-0.002438,-0.03921,-0.019881,-0.04565,-0.0083177,0.0027598
-6.5873e-006,7.8376e-005,0.00035169,0.00029854,-1.1447e-005,0.00017398,-5.5356e-006,-0.00018123,-0.00067443,0.0029731,0.00076135,0.00015113,0.0001149,0.00052753,-0.00061698,0.0013085,-0.012403,8.0261e-005,0.00038819,0.00047852,-0.0024821,0.00055325,0.00035472,0.00018878,-4.4435e-005,4.7083e-005,0.0005106,-0.00048047,-0.0011278,0.0012573,-0.00035165,-5.4244e-006,-0.0015724,-0.0042326,-0.0087729,-0.0014842,0.013123,-0.0020978,-0.0024216
-2.1379e-006,9.6831e-006,3.7919e-005,-0.00014692,5.4467e-005,1.6438e-005,-1.6574e-006,-7.6671e-005,-1.1138e-005,-1.727e-005,-0.00016224,-6.1487e-005,-0.00010276,-0.00033199,-9.6711e-006,6.2876e-005,-1.3487e-006,1.6145e-005,-3.3234e-005,9.0126e-005,0.00059366,-0.00014584,2.4181e-005,-0.00016539,-0.00042233,0.00052139,0.00031665,-0.00042093,0.0037461,-0.0054293,-0.00078987,5.7545e-005,0.027653,-0.04308,0.0088907,0.0068312,-0.0035426,-0.0029291,-0.0017487
-1.05e-007,-3.0608e-005,0.00021545,-0.0058337,0.0011521,-0.00093617,2.6499e-006,0.00038481,0.00051151,-6.7612e-005,0.00012317,-0.00028767,-0.00037686,-0.007526,0.0010792,-0.00053595,-0.00085498,-0.00043072,0.001915,-0.00032377,-0.0018257,-0.00020041,-0.00015771,0.00014989,-0.00064697,-2.5557e-005,-0.0007362,-0.00066804,-0.00055897,0.0002934,0.00011644,-3.9238e-005,-0.001342,0.0008038,0.00025414,-0.00024426,-0.00021304,-0.00031387,-0.0010025
